"Id","TeamName","Discipline","Country","Event"
1,ROC,Swimming,ROC,Men's 4 x 200m Freestyle Relay
1,ROC,Swimming,ROC,Mixed 4 x 100m Medley Relay
1,ROC,Swimming,ROC,Women's 4 x 100m Freestyle Relay
1,ROC,Swimming,ROC,Women's 4 x 100m Medley Relay
1,ROC,Swimming,ROC,Women's 4 x 200m Freestyle Relay
1,Serbia,Swimming,Serbia,Men's 4 x 100m Freestyle Relay
1,South Africa,Swimming,South Africa,Women's 4 x 100m Medley Relay
1,South Africa,Swimming,South Africa,Women's 4 x 200m Freestyle Relay
1,Spain,Swimming,Spain,Women's 4 x 100m Medley Relay
1,Sweden,Swimming,Sweden,Women's 4 x 100m Freestyle Relay
1,Sweden,Swimming,Sweden,Women's 4 x 100m Medley Relay
1,Switzerland,Swimming,Switzerland,Men's 4 x 100m Freestyle Relay
1,Switzerland,Swimming,Switzerland,Men's 4 x 200m Freestyle Relay
1,Turkey,Swimming,Turkey,Women's 4 x 200m Freestyle Relay
1,United States,Swimming,United States of America,Men's 4 x 100m Freestyle Relay
1,United States,Swimming,United States of America,Men's 4 x 100m Medley Relay
1,United States,Swimming,United States of America,Men's 4 x 200m Freestyle Relay
1,United States,Swimming,United States of America,Mixed 4 x 100m Medley Relay
1,United States,Swimming,United States of America,Women's 4 x 100m Freestyle Relay
1,United States,Swimming,United States of America,Women's 4 x 100m Medley Relay
1,United States,Swimming,United States of America,Women's 4 x 200m Freestyle Relay
1,Australia,Table Tennis,Australia,Men's Team
1,HU Heming / TAPPER Melissa,Table Tennis,Australia,Mixed Doubles
1,Australia,Table Tennis,Australia,Women's Team
1,FEGERL Stefan / POLCANOVA Sofia,Table Tennis,Austria,Mixed Doubles
1,Austria,Table Tennis,Austria,Women's Team
1,Brazil,Table Tennis,Brazil,Men's Team
1,Brazil,Table Tennis,Brazil,Women's Team
1,WANG Zhen / ZHANG Mo,Table Tennis,Canada,Mixed Doubles
1,China,Table Tennis,People's Republic of China,Men's Team
1,XU Xin / LIU Shiwen,Table Tennis,People's Republic of China,Mixed Doubles
1,China,Table Tennis,People's Republic of China,Women's Team
1,Chinese Taipei,Table Tennis,Chinese Taipei,Men's Team
1,LIN Yun Ju / CHENG I Ching,Table Tennis,Chinese Taipei,Mixed Doubles
1,Chinese Taipei,Table Tennis,Chinese Taipei,Women's Team
1,Croatia,Table Tennis,Croatia,Men's Team
1,CAMPOS Jorge / FONSECA Daniela,Table Tennis,Cuba,Mixed Doubles
1,Egypt,Table Tennis,Egypt,Men's Team
1,ASSAR Omar / MESHREF Dina,Table Tennis,Egypt,Mixed Doubles
1,Egypt,Table Tennis,Egypt,Women's Team
1,France,Table Tennis,France,Men's Team
1,LEBESSON Emmanuel / YUAN Jia Nan,Table Tennis,France,Mixed Doubles
1,France,Table Tennis,France,Women's Team
1,Germany,Table Tennis,Germany,Men's Team
1,FRANZISKA Patrick / SOLJA Petrissa,Table Tennis,Germany,Mixed Doubles
1,Germany,Table Tennis,Germany,Women's Team
1,"Hong Kong, China",Table Tennis,"Hong Kong, China",Men's Team
1,WONG Chun Ting / DOO Hoi Kem,Table Tennis,"Hong Kong, China",Mixed Doubles
1,"Hong Kong, China",Table Tennis,"Hong Kong, China",Women's Team
1,SZUDI Adam / PERGEL Szandra,Table Tennis,Hungary,Mixed Doubles
1,Hungary,Table Tennis,Hungary,Women's Team
1,ACHANTA Kamal / BATRA Manika,Table Tennis,India,Mixed Doubles
1,Japan,Table Tennis,Japan,Men's Team
1,MIZUTANI Jun / ITO Mima,Table Tennis,Japan,Mixed Doubles
1,Japan,Table Tennis,Japan,Women's Team
1,Poland,Table Tennis,Poland,Women's Team
1,Portugal,Table Tennis,Portugal,Men's Team
1,Republic of Korea,Table Tennis,Republic of Korea,Men's Team
1,LEE Sangsu / JEON Jihee,Table Tennis,Republic of Korea,Mixed Doubles
1,Republic of Korea,Table Tennis,Republic of Korea,Women's Team
1,IONESCU Ovidiu / SZOCS Bernadette,Table Tennis,Romania,Mixed Doubles
1,Romania,Table Tennis,Romania,Women's Team
1,Serbia,Table Tennis,Serbia,Men's Team
1,Singapore,Table Tennis,Singapore,Women's Team
1,PISTEJ Lubomir / BALAZOVA Barbora,Table Tennis,Slovakia,Mixed Doubles
1,Slovenia,Table Tennis,Slovenia,Men's Team
1,Sweden,Table Tennis,Sweden,Men's Team
1,United States,Table Tennis,United States of America,Men's Team
1,United States,Table Tennis,United States of America,Women's Team
1,Australia,Triathlon,Australia,Mixed Relay
1,Austria,Triathlon,Austria,Mixed Relay
1,Belgium,Triathlon,Belgium,Mixed Relay
1,Canada,Triathlon,Canada,Mixed Relay
1,France,Triathlon,France,Mixed Relay
1,Germany,Triathlon,Germany,Mixed Relay
1,Great Britain,Triathlon,Great Britain,Mixed Relay
1,Hungary,Triathlon,Hungary,Mixed Relay
1,Italy,Triathlon,Italy,Mixed Relay
1,Japan,Triathlon,Japan,Mixed Relay
1,Mexico,Triathlon,Mexico,Mixed Relay
1,Netherlands,Triathlon,Netherlands,Mixed Relay
1,New Zealand,Triathlon,New Zealand,Mixed Relay
1,ROC,Triathlon,ROC,Mixed Relay
1,South Africa,Triathlon,South Africa,Mixed Relay
1,Spain,Triathlon,Spain,Mixed Relay
1,Switzerland,Triathlon,Switzerland,Mixed Relay
1,United States,Triathlon,United States of America,Mixed Relay
1,Argentina,Volleyball,Argentina,Men
1,Argentina,Volleyball,Argentina,Women
1,Brazil,Volleyball,Brazil,Men
1,Brazil,Volleyball,Brazil,Women
1,Canada,Volleyball,Canada,Men
1,China,Volleyball,People's Republic of China,Women
1,Dominican Rep.,Volleyball,Dominican Republic,Women
1,France,Volleyball,France,Men
1,Islamic Rep. of Iran,Volleyball,Islamic Republic of Iran,Men
1,Italy,Volleyball,Italy,Men
1,Italy,Volleyball,Italy,Women
1,Japan,Volleyball,Japan,Men
1,Japan,Volleyball,Japan,Women
1,Kenya,Volleyball,Kenya,Women
1,Poland,Volleyball,Poland,Men
1,Republic of Korea,Volleyball,Republic of Korea,Women
1,ROC,Volleyball,ROC,Men
1,ROC,Volleyball,ROC,Women
1,Serbia,Volleyball,Serbia,Women
1,Tunisia,Volleyball,Tunisia,Men
1,Turkey,Volleyball,Turkey,Women
1,United States,Volleyball,United States of America,Men
1,United States,Volleyball,United States of America,Women
1,Venezuela,Volleyball,Venezuela,Men
1,Australia,Water Polo,Australia,Men
1,Australia,Water Polo,Australia,Women
1,Canada,Water Polo,Canada,Women
1,China,Water Polo,People's Republic of China,Women
1,Croatia,Water Polo,Croatia,Men
1,Greece,Water Polo,Greece,Men
1,Hungary,Water Polo,Hungary,Men
1,Hungary,Water Polo,Hungary,Women
1,Italy,Water Polo,Italy,Men
1,Japan,Water Polo,Japan,Men
1,Japan,Water Polo,Japan,Women
1,Kazakhstan,Water Polo,Kazakhstan,Men
1,Montenegro,Water Polo,Montenegro,Men
1,Netherlands,Water Polo,Netherlands,Women
1,ROC,Water Polo,ROC,Women
1,Serbia,Water Polo,Serbia,Men
1,South Africa,Water Polo,South Africa,Men
1,South Africa,Water Polo,South Africa,Women
1,Spain,Water Polo,Spain,Men
1,Spain,Water Polo,Spain,Women
1,United States,Water Polo,United States of America,Men
1,United States,Water Polo,United States of America,Women
